,student_id,minutes_watched,paid_in_q2
427,7101,680.78,0
428,157974,77.09,0
429,157911,466.42,0
430,157904,615.25,0
431,12807,18.77,0
432,9100,211.07,0
433,148329,433.81,0
434,157997,516.36,0
435,157988,237.61,0
436,157989,84.19,0
437,8018,133.56,0
438,157568,0.07,0
439,150819,1012.7,0
440,157933,332.1,0
441,155301,185.67,0
442,1947,185.16,0
443,158105,47.35,0
444,155621,1586.85,0
445,147612,260.88,0
446,59292,48.39,0
447,148328,0.93,0
448,3297,64.6,0
449,146675,1.45,0
450,74005,2.93,0
451,137389,598.31,0
452,147625,16.27,0
453,155747,54.37,0
454,158179,448.95,0
455,149892,204.6,0
456,149323,0.25,0
457,39298,8.88,0
458,153235,0.13,0
459,151082,1.6,0
460,147737,521.14,0
461,145358,44.32,0
462,156077,100.02,0
463,145561,20.87,0
464,157184,132.49,0
465,157594,1.13,0
466,158021,0.05,0
467,147804,301.09,0
469,146480,168.81,0
470,156194,5.82,0
471,151287,3.97,0
472,9372,14.78,0
473,143561,541.97,0
474,149098,13.37,0
475,930,159.52,0
477,151574,7.12,0
478,147733,599.62,0
479,158260,132.94,0
480,158272,214.21,0
481,158482,0.45,0
482,156291,161.15,0
483,149617,214.39,0
484,9812,1289.01,0
485,143536,7.28,0
486,156406,848.27,0
487,13620,1118.3,0
488,151811,652.25,0
489,151849,530.52,0
490,4266,165.29,0
491,151950,438.7,0
492,150269,207.45,0
493,144090,1.95,0
494,143853,636.73,0
495,4723,103.81,0
496,2092,848.06,0
497,152232,420.41,0
499,16825,0.27,0
500,143721,33.39,0
501,16728,201.93,0
502,4016,21.2,0
503,1086,894.86,0
504,147715,280.01,0
505,148467,490.02,0
506,7612,891.09,0
507,4849,680.83,0
508,1419,203.61,0
509,151900,58.25,0
510,145050,504.74,0
511,158145,19.2,0
512,1214,36.09,0
513,709,2.3,0
514,2295,12.08,0
515,144843,2245.77,0
516,2167,709.67,0
517,1693,149.94,0
518,6363,62.0,0
519,4371,13.91,0
520,7568,687.63,0
521,9112,8.93,0
522,9409,961.54,0
523,158129,62.4,0
524,3787,216.33,0
525,29303,1220.86,0
526,14700,331.62,0
527,157528,199.96,0
528,4404,615.35,0
529,146990,168.52,0
530,9653,639.85,0
531,152551,42.15,0
532,10029,7.05,0
533,24924,227.94,0
534,1327,160.47,0
535,3936,299.79,0
536,145965,926.41,0
537,146429,0.25,0
538,11345,0.37,0
539,146551,56.43,0
540,146542,54.89,0
541,10365,126.75,0
542,3524,174.63,0
543,158109,1.45,0
544,152427,0.92,0
545,156660,53.05,0
546,1188,35.4,0
547,3575,253.78,0
548,13180,248.02,0
549,1561,550.45,0
550,1173,487.4,0
551,3291,1379.46,0
552,157839,2.45,0
553,7752,70.65,0
554,1143,21.02,0
555,12811,0.38,0
556,5323,96.4,0
557,152959,11.45,0
558,12761,309.87,0
559,5589,146.52,0
560,9989,15.47,0
561,1040,0.08,0
562,7606,14.69,0
563,5286,226.6,0
564,8010,481.08,0
565,893,370.11,0
566,15478,50.05,0
567,158646,0.31,0
568,1165,40.68,0
569,146401,1.67,0
570,156048,5.6,0
571,156467,11.29,0
572,149977,23.34,0
573,148089,5.56,0
574,1669,259.42,0
575,5070,181.57,0
576,157502,5.05,0
577,1155,9.13,0
578,2290,220.46,0
579,158563,13.98,0
580,2824,21.97,0
581,12073,36.53,0
582,157800,23.92,0
583,2825,1.17,0
584,144348,390.38,0
585,8223,377.69,0
586,2793,79.29,0
588,153108,8.98,0
589,4818,33.59,0
590,3857,2.5,0
591,157202,147.76,0
592,7620,118.36,0
593,7975,94.16,0
594,4311,4.58,0
595,2218,1005.18,0
596,3272,139.34,0
597,2708,0.17,0
598,18510,4.74,0
599,2928,2.03,0
600,5080,1340.83,0
601,4721,2416.62,0
602,1827,1.6,0
603,9027,187.1,0
604,149042,51.03,0
605,2308,1.7,0
606,8260,7.03,0
607,8412,548.29,0
608,1242,53.38,0
609,2431,12.58,0
610,1678,470.62,0
611,2406,36.0,0
612,7081,30.44,0
613,8030,182.48,0
614,2731,39.83,0
615,156887,0.05,0
616,150823,1.03,0
617,1543,8.17,0
618,3987,103.37,0
619,2112,2237.71,0
620,7898,65.87,0
621,14383,0.32,0
622,153930,0.2,0
623,1652,322.46,0
624,6890,290.82,0
625,8431,1.61,0
626,156542,0.45,0
627,147849,16.53,0
628,4054,99.58,0
629,154291,11.38,0
630,7008,0.22,0
631,2398,0.42,0
632,7421,0.48,0
633,3338,795.32,0
634,7443,14.83,0
635,7742,213.23,0
636,9612,46.49,0
637,1651,71.74,0
638,3927,1393.09,0
639,1235,2.75,0
640,1323,60.51,0
641,3419,1.27,0
642,1196,119.24,0
643,1867,6.07,0
644,152241,6.76,0
645,1883,0.83,0
646,6070,157.68,0
647,156645,0.52,0
648,520,91.19,0
649,4053,49.53,0
650,3675,3.89,0
651,1911,109.74,0
652,2213,38.28,0
653,1849,81.86,0
654,3316,0.1,0
655,5143,30.12,0
656,157517,72.71,0
657,151021,68.75,0
658,2359,26.08,0
659,2233,330.63,0
660,7086,1149.13,0
661,8734,238.45,0
662,6505,80.83,0
663,7355,0.37,0
664,7412,1931.29,0
665,1257,2.06,0
666,7524,0.12,0
667,6503,8.24,0
668,154735,33.59,0
669,156894,75.07,0
670,152188,2.97,0
671,156575,47.63,0
672,1102,983.82,0
673,7307,231.68,0
674,2397,712.64,0
675,3471,234.4,0
676,6885,977.13,0
677,4686,4.68,0
678,7076,3.0,0
679,7244,669.82,0
680,1513,272.3,0
681,3478,824.17,0
682,7475,556.23,0
683,1042,403.87,0
684,6924,268.05,0
685,5064,252.17,0
686,1522,196.95,0
687,8877,0.18,0
688,149601,14.8,0
689,1863,118.35,0
690,1008,472.98,0
691,158659,169.58,0
692,10690,0.08,0
693,19821,132.01,0
694,4376,214.67,0
695,8539,199.15,0
696,148060,55.51,0
697,148670,107.78,0
698,9754,17.97,0
699,3481,2.95,0
700,6950,102.88,0
701,7163,252.62,0
702,2899,2030.09,0
703,5098,281.54,0
704,6940,35.9,0
705,4055,8.83,0
706,6869,39.76,0
707,1653,247.07,0
708,3393,10.17,0
709,2663,101.91,0
710,146948,318.62,0
711,1633,13.15,0
712,1201,200.12,0
713,1473,48.88,0
714,152523,25.72,0
715,7013,115.76,0
716,4756,96.74,0
717,13621,0.15,0
718,22083,71.82,0
719,1016,56.18,0
720,987,149.6,0
721,1197,1758.29,0
722,156767,14.77,0
723,6932,205.2,0
724,6819,603.79,0
725,1056,25.34,0
726,5707,117.46,0
727,2217,64.05,0
728,6043,163.54,0
729,6627,24.85,0
730,6559,160.42,0
731,2195,403.49,0
732,19562,925.36,0
733,12234,11.36,0
734,12816,50.62,0
735,12751,65.12,0
736,7437,762.11,0
737,5567,761.91,0
738,3938,50.38,0
739,158243,5.37,0
740,3750,51.82,0
741,5391,357.55,0
742,8495,252.84,0
743,5130,875.12,0
744,5028,819.2,0
745,1542,2007.99,0
746,4793,5.13,0
747,4743,18.35,0
748,6096,388.93,0
749,4522,0.67,0
750,154358,8.27,0
751,1759,133.37,0
752,7250,90.32,0
753,4337,1018.61,0
754,3162,403.96,0
755,4043,548.02,0
756,4135,0.08,0
757,2920,11.4,0
758,4050,2023.57,0
759,3943,83.56,0
760,1909,6.38,0
761,4874,391.61,0
762,2292,8.51,0
763,3799,115.12,0
764,3856,963.37,0
765,4160,120.48,0
766,5155,54.6,0
767,3681,136.9,0
768,8538,31.8,0
769,3865,227.71,0
770,3092,609.09,0
771,2826,12.21,0
772,3219,150.39,0
773,8095,697.8,0
774,965,1125.8,0
775,2555,105.8,0
776,516,46.27,0
777,1145,657.35,0
778,2827,1653.57,0
779,2950,0.13,0
780,143216,872.45,0
781,2813,17.35,0
782,2887,566.51,0
783,156716,527.72,0
784,3062,37.86,0
785,150745,846.69,0
786,2248,1398.25,0
787,2725,26.9,0
788,2536,905.37,0
789,2833,2.63,0
790,2019,39.82,0
791,4186,226.75,0
792,2620,73.54,0
793,2575,77.84,0
794,994,280.97,0
795,2258,1077.96,0
796,4384,398.33,0
797,2978,35.23,0
798,2255,17.91,0
799,2332,34.13,0
800,2010,85.78,0
801,2104,44.12,0
802,1553,83.14,0
803,1908,47.42,0
804,2003,93.11,0
805,2135,16.84,0
806,2066,1085.99,0
807,1945,23.16,0
808,1918,395.66,0
809,1880,94.98,0
810,2026,65.1,0
811,1950,214.77,0
812,1246,1475.22,0
813,1938,326.14,0
814,145793,204.17,0
815,1299,55.56,0
816,1711,138.65,0
817,1207,184.11,0
818,1795,139.98,0
819,1898,308.86,0
820,865,1038.44,0
821,1794,188.13,0
822,1778,887.56,0
823,150851,74.45,0
824,143289,32.33,0
825,1739,109.3,0
826,1537,0.14,0
827,3187,76.86,0
828,33796,176.83,0
829,19074,39.13,0
830,991,1640.48,0
832,3852,1007.12,0
833,77476,36.54,0
834,143597,6.05,0
835,1313,0.55,0
836,6011,164.36,0
837,1538,191.58,0
838,2051,161.56,0
839,1914,305.9,0
840,1183,1333.03,0
841,3303,443.2,0
842,143489,0.76,0
843,144343,242.28,0
844,869,175.87,0
845,156758,2.44,0
846,144492,211.96,0
847,144681,281.95,0
848,144378,1370.17,0
849,144164,579.63,0
850,144644,101.49,0
851,3984,697.14,0
852,4872,360.72,0
853,144240,215.55,0
854,142411,0.23,0
855,144907,0.72,0
856,6773,18.03,0
857,4795,255.03,0
858,147906,460.19,0
859,2741,2.25,0
860,5389,0.33,0
861,5774,22.1,0
862,4884,0.1,0
863,144599,74.89,0
864,144869,1366.93,0
865,144230,21.52,0
866,145278,155.33,0
867,26933,386.96,0
868,1317,776.42,0
869,7934,65.93,0
870,144397,37.24,0
871,1272,234.0,0
872,156614,9.65,0
873,3920,0.07,0
874,3239,378.39,0
875,7343,985.03,0
876,145190,5.45,0
877,2830,1254.03,0
878,145751,53.08,0
879,145754,8.83,0
880,145013,271.74,0
881,4241,29.05,0
882,145681,564.39,0
883,144381,315.86,0
884,145768,822.87,0
885,146015,977.52,0
886,145899,374.91,0
887,143444,63.51,0
888,145954,636.57,0
889,146145,31.11,0
890,157976,16.77,0
891,145344,8.6,0
892,146308,310.39,0
894,3115,51.72,0
895,146419,0.23,0
896,146201,1247.5,0
897,146427,476.58,0
898,145834,1104.49,0
899,146514,708.0,0
900,3423,454.35,0
901,146734,19.18,0
902,699,0.13,0
903,146853,29.53,0
904,146855,6.92,0
905,146880,66.53,0
906,146801,756.17,0
907,4019,415.31,0
908,146907,54.15,0
909,146958,633.98,0
910,146897,130.88,0
911,146964,282.77,0
912,146788,1534.88,0
913,145957,19.13,0
914,146851,353.88,0
915,146760,38.85,0
916,147015,700.96,0
917,147044,0.8,0
918,146977,434.65,0
919,147143,750.12,0
920,1567,921.56,0
921,147146,59.61,0
922,123732,26.37,0
923,32669,67.04,0
924,147061,954.76,0
925,1745,119.62,0
926,147076,10.35,0
927,146249,25.37,0
928,147053,33.0,0
929,147149,266.08,0
930,147158,499.15,0
931,145796,800.6,0
932,6252,409.82,0
933,143392,278.66,0
934,4435,806.31,0
935,147356,681.64,0
936,15736,487.13,0
937,145167,256.19,0
938,147290,246.97,0
939,120374,475.57,0
940,147446,630.35,0
941,145684,1.88,0
942,147473,2585.12,0
943,147231,175.45,0
944,147530,334.0,0
945,5212,415.7,0
946,143407,19.98,0
947,4231,669.92,0
948,147546,273.41,0
949,147444,151.08,0
950,144627,688.88,0
951,147479,1163.57,0
952,147593,795.86,0
953,147591,80.08,0
954,4827,10.38,0
955,147555,464.36,0
956,4784,13.37,0
957,19954,919.25,0
958,147291,11.37,0
959,146859,215.17,0
960,157192,0.2,0
961,1019,8.58,0
962,147618,1507.29,0
963,149883,0.42,0
964,156183,0.05,0
965,147991,38.5,0
966,19665,452.24,0
967,144023,16.92,0
968,2840,1.12,0
969,149790,0.38,0
970,1306,68.94,0
971,154869,20.02,0
972,147801,30.95,0
973,148646,389.99,0
974,144467,56.43,0
975,2130,92.06,0
976,148272,1124.05,0
977,148326,839.12,0
978,148339,81.68,0
979,12971,36.54,0
980,148257,1969.82,0
981,1046,899.59,0
982,148280,24.3,0
983,148488,883.0,0
984,148531,236.06,0
985,7452,9.15,0
986,148669,246.69,0
987,148685,37.68,0
988,3598,33.52,0
989,155900,6.4,0
990,148667,1370.9,0
991,147448,873.35,0
992,841,1298.91,0
993,27104,0.07,0
994,9794,127.95,0
995,5836,1259.56,0
996,2417,47.23,0
997,149131,387.22,0
998,149037,51.64,0
999,7521,59.25,0
1000,3286,3.99,0
1001,149038,141.41,0
1002,7873,9.81,0
1003,12857,229.5,0
1004,144788,574.94,0
1005,25863,93.04,0
1006,2304,195.34,0
1007,3914,8.58,0
1008,7495,0.15,0
1009,16450,339.38,0
1010,41451,105.42,0
1011,149584,344.93,0
1012,2636,1487.55,0
1013,5450,19.77,0
1014,7358,163.47,0
1015,15345,291.49,0
1016,3420,469.56,0
1017,11365,358.81,0
1018,2236,18.37,0
1019,7294,129.5,0
1020,1784,0.13,0
1021,149591,874.05,0
1022,149566,1002.71,0
1023,149455,352.79,0
1024,2819,27.05,0
1025,6278,974.87,0
1026,7306,132.29,0
1027,1897,189.57,0
1028,7540,193.14,0
1029,149815,829.72,0
1030,1587,93.92,0
1032,9108,785.23,0
1033,3513,238.78,0
1034,838,507.83,0
1035,11227,313.12,0
1036,2018,215.3,0
1037,149960,460.69,0
1038,4395,1.3,0
1039,148849,0.87,0
1040,19636,21.1,0
1041,782,33.91,0
1042,1852,587.98,0
1043,988,364.29,0
1044,2933,45.95,0
1045,149610,200.84,0
1046,18719,118.61,0
1047,1283,0.33,0
1048,1600,33.55,0
1049,4991,946.76,0
1050,149290,6.85,0
1051,1119,73.26,0
1052,3691,86.67,0
1053,9703,408.59,0
1054,6884,1509.07,0
1055,146906,9.83,0
1056,19347,14.23,0
1057,3215,177.3,0
1058,4162,0.55,0
1059,22195,1.68,0
1060,11711,27.56,0
1061,3070,863.66,0
1062,3494,272.07,0
1063,150733,111.55,0
1064,6965,75.87,0
1065,7291,7.72,0
1066,6451,12.2,0
1067,2275,0.25,0
1068,24423,1001.68,0
1069,33916,2.85,0
1070,150890,1075.34,0
1071,10839,855.26,0
1072,2506,11.5,0
1073,37860,195.94,0
1074,3983,18.61,0
1075,1605,173.91,0
1076,146498,1200.83,0
1077,13510,168.21,0
1078,71758,101.9,0
1079,6433,254.18,0
1080,3817,30.79,0
1081,3213,525.13,0
1082,151171,218.76,0
1083,11124,6.15,0
1084,1355,232.41,0
1085,2429,16.11,0
1086,151643,450.81,0
1087,31588,4.55,0
1088,151559,13.65,0
1089,10938,2.54,0
1090,143599,55.58,0
1091,151765,950.4,0
1092,151953,682.59,0
1093,6395,348.22,0
1094,151313,662.93,0
1095,152285,1827.5,0
1096,152140,77.25,0
1097,152402,211.56,0
1098,152109,1019.91,0
1099,14633,80.05,0
1100,5385,334.88,0
1101,152082,37.23,0
1102,4320,5.14,0
1103,151418,0.28,0
1104,152369,420.81,0
1105,152692,1328.55,0
1106,152006,31.0,0
1107,5104,253.4,0
1108,840,1122.12,0
1109,152826,0.12,0
1110,149197,67.71,0
1111,152825,26.32,0
1112,969,57.8,0
1113,1029,62.65,0
1114,152884,333.2,0
1115,152979,593.82,0
1116,153223,1326.68,0
1117,149950,399.86,0
1118,153379,0.98,0
1119,9188,157.65,0
1120,153388,79.75,0
1121,152472,2261.84,0
1123,153526,949.75,0
1124,153050,946.63,0
1125,153351,832.51,0
1126,152896,108.77,0
1127,153938,323.06,0
1128,156057,843.28,0
1129,153745,6.1,0
1130,152360,107.69,0
1131,154674,252.57,0
1132,150061,2558.0,0
1133,144273,11.56,0
1134,154713,36.83,0
1135,155073,178.07,0
1136,154921,35.22,0
1138,155456,878.14,0
1139,145813,320.29,0
1140,155427,1388.74,0
1141,155459,436.78,0
1142,155628,5.85,0
1143,153519,1902.18,0
1144,12781,906.68,0
1145,155926,69.54,0
1146,148939,2460.23,0
1147,155992,353.88,0
1148,151037,19.48,0
1149,1468,10.94,0
1150,156180,19.18,0
1151,156191,39.43,0
1152,156042,641.63,0
1153,154656,345.2,0
1154,156171,154.95,0
1155,155444,484.18,0
1156,1266,227.61,0
1157,156206,1348.97,0
1158,144426,615.8,0
1159,156218,580.92,0
1160,5334,11.49,0
1161,156219,914.35,0
1162,156276,215.33,0
1163,156318,14.71,0
1164,156296,26.57,0
1165,115657,524.52,0
1166,156343,139.41,0
1167,151197,5.8,0
1168,156293,177.34,0
1169,149849,119.85,0
1170,1244,26.03,0
1171,156389,103.57,0
1172,156399,759.35,0
1173,156431,25.12,0
1174,150664,35.56,0
1175,156417,474.3,0
1176,32973,36.62,0
1177,156250,154.86,0
1178,156132,23.87,0
1179,153509,1740.46,0
1180,12809,56.14,0
1181,149049,162.44,0
1182,63369,88.7,0
1183,156519,405.88,0
1184,156501,6.22,0
1185,103625,65.81,0
1186,147269,335.49,0
1187,156512,246.5,0
1188,155805,63.07,0
1189,156409,41.45,0
1190,156388,322.41,0
1191,149500,814.01,0
1192,155741,300.64,0
1193,156605,80.63,0
1194,156607,70.83,0
1195,156612,157.79,0
1196,5010,391.48,0
1197,156549,88.17,0
1198,156619,9.98,0
1199,155897,97.67,0
1200,156587,136.3,0
1201,156604,0.83,0
1202,156647,1322.19,0
1203,148996,74.09,0
1204,616,1103.45,0
1205,156743,124.52,0
1206,156727,70.44,0
1207,156757,496.36,0
1208,156752,121.02,0
1209,156760,162.06,0
1210,156719,168.42,0
1211,7197,617.82,0
1212,41336,471.06,0
1213,156725,139.38,0
1214,144682,436.05,0
1215,156748,335.44,0
1216,19005,340.21,0
1217,151663,170.24,0
1218,156774,68.77,0
1219,156274,29.02,0
1220,156831,816.58,0
1221,156775,451.88,0
1222,156787,201.49,0
1223,156703,153.53,0
1224,156182,172.95,0
1225,153103,737.12,0
1226,156234,234.74,0
1227,157115,2446.62,0
1228,157118,190.33,0
1229,156656,829.48,0
1230,148133,23.65,0
1231,157218,440.81,0
1232,157198,232.96,0
1233,156908,254.91,0
1234,6,81.06,0
1235,153726,345.02,0
1236,157277,1187.91,0
1237,157334,589.82,0
1238,156838,66.14,0
1239,1465,47.44,0
1240,157377,107.56,0
1241,146888,176.76,0
1242,145944,305.28,0
1243,157578,62.05,0
1244,7232,176.86,0
1245,152611,1288.0,0
1246,157653,70.91,0
1247,147180,445.79,0
1248,157914,15.57,0
1249,157915,52.88,0
