,student_id,minutes_watched,paid_in_q2
229,9098,4.62,0
230,5080,551.5,0
231,6110,19.62,0
232,5321,1966.61,0
233,8544,352.64,0
234,8412,44.74,0
235,8641,85.4,0
236,2431,0.85,0
237,2546,383.99,0
238,6053,986.14,0
239,1678,92.92,0
240,1159,30.78,0
241,4795,12.82,0
242,8030,26.03,0
243,2112,876.18,0
244,3987,0.9,0
245,3406,16.73,0
246,1652,1032.86,0
247,6890,62.31,0
248,1046,1406.37,0
249,4376,41.03,0
250,3338,209.25,0
251,6787,315.16,0
252,7524,36.52,0
253,3239,1957.19,0
254,6862,224.51,0
255,2398,368.53,0
256,4907,4.61,0
257,7086,250.0,0
258,6505,44.02,0
259,2359,0.15,0
260,7412,61.19,0
261,2881,1.2,0
262,1522,125.88,0
263,1753,55.76,0
264,5064,419.66,0
265,3478,0.6,0
266,1397,27.84,0
267,7224,78.63,0
268,875,46.78,0
269,3056,1.78,0
270,6885,509.8,0
271,7475,96.21,0
272,7244,19.22,0
273,143026,40.6,0
274,7008,1.38,0
275,5018,31.5,0
276,4055,221.25,0
277,7163,537.53,0
278,6950,879.07,0
279,3481,30.57,0
280,7069,17.9,0
281,1201,7.67,0
282,3423,627.77,0
283,7013,5.88,0
284,3982,0.05,0
285,6971,44.85,0
286,6819,28.14,0
287,1362,13.51,0
288,3852,5.0,0
289,6801,22.25,0
290,2217,11.57,0
291,2195,29.3,0
292,6559,461.31,0
293,6070,5.78,0
294,6174,5.67,0
295,6164,184.83,0
296,5567,0.45,0
297,5109,3.72,0
298,3774,728.3,0
299,4537,305.28,0
300,2702,0.45,0
301,1539,0.88,0
303,4439,0.37,0
304,143148,40.77,0
305,4384,0.08,0
306,4337,10.47,0
307,4011,54.98,0
308,1909,238.36,0
309,618,238.14,0
310,3943,163.81,0
311,3856,248.58,0
312,2292,43.68,0
313,3799,177.07,0
314,5974,0.33,0
315,3219,163.95,0
316,3062,4.38,0
317,2973,3.28,0
318,2938,113.58,0
319,2925,15.3,0
320,2019,0.53,0
321,2887,4.09,0
322,143216,144.1,0
323,3195,354.32,0
324,4194,30.23,0
325,3115,21.03,0
326,2731,468.68,0
327,2737,680.58,0
328,2725,125.75,0
329,2248,382.23,0
330,4595,809.45,0
331,2534,0.7,0
332,2620,16.06,0
333,4186,41.81,0
334,2022,94.05,0
335,2070,128.39,0
336,2258,7.85,0
337,2255,244.17,0
338,2978,199.37,0
339,1373,45.91,0
340,2003,935.69,0
342,1246,528.56,0
343,1880,719.03,0
344,1950,17.02,0
345,1802,0.05,0
346,1538,1.7,0
347,1754,516.17,0
348,1794,115.51,0
349,1778,397.37,0
350,1742,264.89,0
351,1537,19.81,0
352,1151,206.23,0
353,8835,257.19,0
354,1436,0.24,0
355,1271,3.05,0
356,1395,98.58,0
357,2185,64.44,0
358,2591,89.68,0
359,4059,163.52,0
360,2984,367.01,0
361,2629,1.55,0
362,1563,5.27,0
363,9305,174.72,0
364,4404,185.36,0
366,5111,34.85,0
367,16052,58.65,0
368,3188,35.15,0
369,1641,1.87,0
371,8954,7.38,0
372,1308,0.35,0
373,1085,82.97,0
374,12279,200.91,0
375,4320,33.71,0
376,11504,0.45,0
377,11996,0.1,0
378,5884,99.28,0
379,4080,813.49,0
380,8452,64.55,0
381,666,2.83,0
382,143454,9.42,0
383,143561,1767.35,0
384,143599,37.26,0
385,6011,13.85,0
386,143701,647.46,0
387,143799,4.87,0
388,1456,0.4,0
389,1183,46.82,0
390,144239,96.67,0
391,144348,473.49,0
392,3985,0.12,0
393,144378,62.87,0
394,7612,7.42,0
395,144599,4.57,0
396,144164,410.88,0
397,144788,1082.06,0
398,142411,22.17,0
399,144869,178.45,0
400,144900,75.07,0
401,144273,10.13,0
402,143992,2.3,0
403,1419,63.52,0
404,144467,5.82,0
405,145013,425.27,0
406,145310,36.44,0
407,145091,509.3,0
408,1317,21.27,0
409,145484,138.59,0
410,144912,64.5,0
411,145681,1005.23,0
412,145793,154.96,0
413,146021,0.8,0
414,146030,151.26,0
415,702,1.6,0
416,1923,0.55,0
417,146224,44.45,0
418,24924,53.62,0
419,145905,49.46,0
420,146397,0.87,0
421,146427,50.7,0
422,44965,319.33,0
423,146551,33.61,0
424,6,67.08,0
425,699,222.35,0
426,146855,366.47,0
427,146888,13.13,0
428,145944,36.69,0
429,146801,0.4,0
430,146948,4.77,0
431,146957,83.03,0
432,146977,27.87,0
433,146908,37.63,0
434,147005,262.34,0
435,147044,4.2,0
436,147045,109.18,0
437,2811,575.71,0
438,147061,77.24,0
439,147062,0.22,0
440,147076,77.56,0
441,147087,872.45,0
442,4801,1.4,0
443,144390,0.92,0
444,147132,357.92,0
445,70008,33.35,0
446,147143,125.09,0
447,147146,123.22,0
448,1567,365.36,0
449,143392,27.01,0
450,62735,32.8,0
451,146625,9.1,0
452,147444,12.82,0
453,147446,52.45,0
454,147448,111.52,0
455,147473,29.33,0
456,145813,85.4,0
457,143407,38.51,0
458,146891,80.82,0
459,147542,124.83,0
460,147231,109.98,0
461,147197,15.31,0
462,147604,461.21,0
463,144627,75.65,0
464,147618,183.36,0
465,44291,24.58,0
466,147291,4.45,0
467,147732,0.07,0
468,3366,0.57,0
469,147906,15.45,0
470,146990,11.82,0
471,147643,6.28,0
472,148467,142.62,0
473,148222,113.95,0
474,148643,97.82,0
475,145873,64.14,0
476,148089,1.73,0
477,148786,0.38,0
478,148901,29.45,0
479,149218,9.18,0
480,148886,185.38,0
481,137389,804.05,0
482,151849,540.55,0
483,152611,122.13,0
484,154143,17.47,0
485,153953,226.49,0
486,156057,124.6,0
487,148670,15.7,0
488,156291,0.5,0
489,156467,1546.01,0
490,156561,570.16,0
491,156661,36.81,0
492,157360,283.81,0
493,19124,1366.41,0
494,155712,65.86,0
495,6313,4.27,0
496,59292,2.93,0
497,149892,1.83,0
498,158179,442.56,0
499,150906,160.46,0
500,159060,176.51,0
501,159101,47.61,0
502,158108,393.65,0
503,159548,569.87,0
504,159590,46.44,0
505,160032,266.96,0
506,158990,46.69,0
507,159621,167.67,0
508,160562,6.66,0
509,160705,35.43,0
510,160816,132.3,0
511,160452,0.5,0
512,161537,91.06,0
513,162502,42.0,0
514,4016,236.61,0
515,163884,26.6,0
516,164227,5.55,0
517,5603,4.3,0
518,164356,0.13,0
519,164455,5.32,0
520,163918,13.82,0
521,164348,23.68,0
522,164310,161.98,0
523,164997,5.15,0
524,158129,56.62,0
525,160524,75.82,0
526,160960,1116.03,0
527,167964,1286.66,0
528,165026,434.54,0
529,148755,210.1,0
530,166145,533.24,0
531,158724,1431.57,0
532,159071,22.24,0
533,93270,106.4,0
534,170493,1078.98,0
535,170381,162.61,0
536,163248,38.97,0
537,145313,66.72,0
538,171536,7.13,0
539,161580,354.31,0
540,166380,709.93,0
541,172174,116.95,0
542,172397,39.45,0
543,171405,46.97,0
544,172427,7.28,0
545,240444,0.42,0
546,178111,15.87,0
547,247871,81.65,0
548,190825,631.08,0
549,228262,445.6,0
550,239003,287.38,0
551,238018,51.55,0
552,246945,0.05,0
553,182533,709.24,0
554,237385,9.75,0
555,179463,3.93,0
556,250078,3.67,0
557,252896,13.48,0
558,225377,6.28,0
559,218237,404.71,0
560,248305,558.08,0
561,196538,672.17,0
562,78808,41.72,0
563,196947,0.08,0
564,225216,387.96,0
565,238987,570.57,0
566,252262,4.92,0
567,254541,6.58,0
568,246177,193.32,0
569,239932,41.99,0
570,247713,434.58,0
571,255191,27.28,0
572,255153,58.22,0
573,182149,67.83,0
575,185766,8.77,0
576,217758,19.47,0
577,255534,118.33,0
578,185019,2.58,0
579,255765,164.8,0
580,254098,30.75,0
581,198538,123.88,0
582,198947,0.5,0
583,172596,1.97,0
584,248535,110.2,0
585,251774,504.38,0
586,250989,1.38,0
587,257384,630.04,0
588,257330,8.23,0
589,179264,73.43,0
590,161844,703.6,0
591,257898,50.43,0
592,228646,22.22,0
593,258163,54.68,0
595,256386,149.58,0
596,258337,675.46,0
597,258374,7.58,0
598,258386,207.71,0
599,190161,0.07,0
600,33495,32.97,0
601,258913,480.28,0
602,259011,621.98,0
603,165014,27.83,0
604,259258,88.72,0
605,181404,24.4,0
606,259026,292.14,0
607,259408,1.88,0
608,163473,348.31,0
609,259702,33.43,0
611,259777,48.59,0
612,258971,0.3,0
613,259283,564.69,0
614,259860,1595.09,0
615,247723,7.98,0
616,196656,4.05,0
617,259996,516.24,0
618,150745,440.15,0
619,213109,281.95,0
620,260465,1228.21,0
621,260356,120.95,0
622,173939,28.2,0
623,260646,29.15,0
624,238800,366.66,0
625,173060,10.58,0
626,261073,425.75,0
627,261200,9.75,0
628,261212,1409.42,0
629,251293,337.3,0
630,240216,2.38,0
631,261393,412.8,0
632,261515,7.13,0
633,177810,25.93,0
634,261491,40.85,0
635,261724,135.65,0
636,258782,387.39,0
637,261788,0.57,0
638,258373,1066.21,0
639,261805,37.77,0
640,29758,692.82,0
641,261466,1621.35,0
642,236583,50.35,0
643,262792,132.36,0
644,262596,11.27,0
645,262821,451.81,0
646,262908,0.43,0
647,262992,595.28,0
648,263065,30.4,0
649,263104,1.43,0
650,263076,1315.4,0
651,261668,178.7,0
652,262580,32.32,0
653,261883,426.71,0
654,261828,59.22,0
655,263480,228.2,0
656,161693,358.43,0
657,263672,16.7,0
658,263690,1030.07,0
659,185009,3.07,0
660,263791,40.18,0
661,243827,14.02,0
662,263913,88.56,0
663,255912,42.88,0
664,236797,628.1,0
665,264254,76.93,0
666,262270,240.51,0
667,264253,337.06,0
668,264259,50.08,0
669,216694,60.62,0
670,30872,1001.99,0
671,183925,80.93,0
672,264081,574.31,0
673,264514,763.43,0
674,264761,127.96,0
675,264472,195.54,0
676,195307,324.28,0
677,144397,1205.15,0
678,182962,505.81,0
679,255827,1054.34,0
680,264291,7.49,0
681,21229,138.11,0
682,265130,118.85,0
683,249481,10.45,0
684,248700,53.65,0
685,264699,79.12,0
686,265250,1213.63,0
687,265110,584.05,0
688,264361,2.09,0
689,268701,2.88,0
690,268985,1491.06,0
