,student_id,minutes_watched,paid_in_q2
464,4723,103.81,1
465,13620,1118.3,1
466,4266,165.29,1
467,10748,1591.37,1
468,18510,4.74,1
469,13079,1392.69,1
470,7128,592.88,1
471,9560,103.72,1
472,7583,712.55,1
473,16825,0.27,1
474,11808,70.3,1
475,2928,2.03,1
476,16728,201.93,1
477,6367,157.07,1
478,3809,7.32,1
479,12802,111.34,1
480,9736,675.76,1
481,805,48.47,1
482,2577,3.45,1
483,4158,19.97,1
484,9372,14.78,1
485,3787,216.33,1
486,3984,697.14,1
487,14700,331.62,1
488,14765,1031.18,1
489,1102,983.82,1
490,3550,167.3,1
491,10029,7.05,1
492,1327,160.47,1
493,12551,272.81,1
494,3291,1379.46,1
495,987,149.6,1
496,7889,1.15,1
497,4872,360.72,1
498,12234,11.36,1
499,4884,0.1,1
500,982,38.85,1
501,6757,71,1
502,3524,174.63,1
503,10365,126.75,1
504,1686,0.13,1
505,3575,253.78,1
506,1375,28.78,1
507,12816,50.62,1
508,1188,35.4,1
509,12751,65.12,1
510,2064,231.99,1
511,11311,566.56,1
512,7127,231.31,1
513,1683,1078.19,1
514,3704,21.83,1
515,5716,4.53,1
516,5633,2118.74,1
518,7726,73.7,1
519,13180,248.02,1
520,13134,15.21,1
521,7987,3.35,1
522,6569,4.35,1
523,5221,0.07,1
524,3146,0.18,1
526,12797,5.01,1
527,1066,375.32,1
528,1393,0.05,1
529,1561,550.45,1
530,4585,635.96,1
531,13076,259.95,1
532,698,35.97,1
533,7349,1270.93,1
534,13043,110.05,1
535,3938,50.38,1
536,5136,13.9,1
537,1173,487.4,1
538,6464,203.89,1
539,2106,1.98,1
540,6418,42.44,1
541,11489,68.9,1
542,7155,147.49,1
543,4615,0.37,1
544,5063,0.1,1
545,7752,70.65,1
546,5323,96.4,1
547,1143,21.02,1
548,4969,5.19,1
549,12808,3.08,1
550,12811,0.38,1
551,12771,88.27,1
552,12761,309.87,1
553,4062,89.43,1
554,8555,94.05,1
555,12534,58.78,1
556,1165,40.68,1
557,3467,17.23,1
558,2750,14.98,1
559,13179,143.46,1
560,8495,252.84,1
561,8010,481.08,1
562,1863,118.35,1
563,5589,146.52,1
564,1468,10.94,1
565,8758,454.71,1
566,7606,14.69,1
567,1688,1802.95,1
568,9989,15.47,1
569,12644,0.95,1
570,1040,0.08,1
571,2655,162,1
572,7561,890.03,1
573,5286,226.6,1
574,7231,570.32,1
575,5389,0.33,1
576,1702,1.1,1
577,1374,219.41,1
578,9856,493.83,1
579,8539,199.15,1
580,9882,112.44,1
581,7735,0.1,1
582,12610,256.94,1
583,5939,17.73,1
584,893,370.11,1
585,2188,856.52,1
586,3466,251.71,1
587,4381,15.08,1
588,4621,1119.22,1
589,2803,182.39,1
590,4231,669.92,1
591,8425,16.08,1
592,5336,589.03,1
593,8519,27.17,1
594,5070,181.57,1
595,1669,259.42,1
596,6096,388.93,1
597,1010,4.93,1
598,12222,625.15,1
599,2266,81.12,1
600,7873,9.81,1
601,10057,13.35,1
602,5274,22.08,1
603,523,1322.25,1
604,11735,431.28,1
605,5782,297.85,1
606,4054,99.58,1
607,12127,12.98,1
608,10276,114.22,1
609,12146,6.62,1
610,2290,220.46,1
611,1155,9.13,1
612,4322,51.79,1
613,7250,90.32,1
614,12073,36.53,1
615,11937,5.38,1
616,3857,2.5,1
617,2824,21.97,1
618,2108,304.3,1
619,8716,5.08,1
620,11604,1117.06,1
621,11812,0.25,1
622,8223,377.69,1
623,2793,79.29,1
624,4790,411.3,1
625,870,510.93,1
626,9571,325.1,1
627,9708,98.58,1
628,1140,137.59,1
629,8567,3.73,1
630,1064,27.09,1
631,8873,11.37,1
632,3050,27.88,1
633,936,379.87,1
634,854,6.85,1
635,7975,94.16,1
636,2218,1005.18,1
637,4311,4.58,1
638,6667,11.44,1
639,6824,307.5,1
640,10158,347.7,1
641,2772,1272.77,1
642,2708,0.17,1
643,2385,367.61,1
644,9985,50.92,1
645,3498,1724.85,1
646,9544,0.4,1
647,1428,339.83,1
648,1914,305.9,1
649,1169,49.65,1
650,1827,1.6,1
651,4721,2416.62,1
652,5080,1340.83,1
653,9027,187.1,1
654,7122,126.5,1
655,6110,559.12,1
656,8952,26.34,1
657,1006,16.34,1
658,2308,1.7,1
659,4013,1200.64,1
660,2661,5.18,1
661,614,674.39,1
662,4797,5.27,1
663,2642,148.72,1
664,8260,7.03,1
665,1242,53.38,1
666,8412,548.29,1
667,2431,12.58,1
668,3688,170.4,1
669,1678,470.62,1
670,2406,36,1
671,7081,30.44,1
672,8107,0.95,1
673,4795,255.03,1
674,8053,34.4,1
675,5262,426.54,1
676,8030,182.48,1
677,6542,128.68,1
678,2274,368.79,1
679,2112,2237.71,1
680,3987,103.37,1
681,5453,1559.01,1
682,7898,65.87,1
683,3931,1.99,1
684,1652,322.46,1
685,6890,290.82,1
686,2354,1848.69,1
687,7245,231.6,1
688,1046,899.59,1
689,1651,71.74,1
690,7742,213.23,1
691,1056,25.34,1
692,6921,2346.43,1
693,2403,2.37,1
694,4376,214.67,1
695,3927,1393.09,1
696,9612,46.49,1
697,7645,288.74,1
698,1272,234,1
699,3338,795.32,1
700,872,6.72,1
701,7443,14.83,1
702,1695,385.37,1
703,3661,31.26,1
704,4921,275.78,1
705,3709,1440.36,1
706,3785,362.22,1
707,4707,1308.07,1
708,1323,60.51,1
709,3824,8.67,1
710,3685,4.75,1
711,6888,58.64,1
712,1196,119.24,1
713,7406,7.55,1
714,3419,1.27,1
715,7524,0.12,1
716,3239,378.39,1
717,3022,507.85,1
718,520,91.19,1
719,3316,0.1,1
720,7487,681.26,1
721,2398,0.42,1
722,2162,114.65,1
723,1849,81.86,1
724,143012,90.2,1
725,851,375.38,1
726,5511,0.07,1
727,1008,472.98,1
728,5088,0.78,1
729,3675,3.89,1
730,4053,49.53,1
731,1911,109.74,1
732,2213,38.28,1
733,3920,0.07,1
734,2877,518.5,1
735,7086,1149.13,1
736,6505,80.83,1
737,2359,26.08,1
738,2120,581.67,1
739,7386,70.04,1
740,7412,1931.29,1
741,4377,42.03,1
742,1522,196.95,1
743,2805,248.62,1
744,1504,1072.96,1
745,2929,639.05,1
746,1257,2.06,1
747,7365,648.8,1
748,7355,0.37,1
749,2233,330.63,1
750,7908,701.18,1
751,7343,985.03,1
752,3430,1346,1
753,5064,252.17,1
754,3478,824.17,1
755,5309,710.51,1
756,2830,1254.03,1
757,7307,231.68,1
758,7310,32.14,1
760,6681,8.45,1
761,7076,3,1
762,1658,159.55,1
763,3471,234.4,1
764,7483,1.85,1
765,875,355.18,1
766,6503,8.24,1
767,6885,977.13,1
768,6027,24.15,1
769,3687,779.4,1
770,7475,556.23,1
771,4828,0.48,1
772,7071,1382.31,1
773,4686,4.68,1
774,1792,89.05,1
775,7246,379.26,1
776,2099,250.56,1
777,7244,669.82,1
778,2397,712.64,1
779,7242,106.23,1
780,1042,403.87,1
781,1473,48.88,1
782,6924,268.05,1
783,5434,461.15,1
784,1653,247.07,1
785,6939,0.43,1
786,1513,272.3,1
787,7008,0.22,1
788,6836,33.54,1
789,3470,20.23,1
790,5098,281.54,1
791,6940,35.9,1
792,6869,39.76,1
793,4450,0.35,1
794,3393,10.17,1
795,2899,2030.09,1
796,7212,25.83,1
797,6129,194.1,1
798,2774,557.97,1
799,5686,136.96,1
800,1881,130.05,1
801,5036,964.15,1
802,4055,8.83,1
803,4593,2.8,1
804,6791,261.14,1
805,1073,5.03,1
806,3913,0.2,1
807,4040,740.58,1
808,7169,32.1,1
809,7163,252.62,1
810,7115,17.33,1
811,6950,102.88,1
812,2710,17.15,1
813,3481,2.95,1
814,1187,63.4,1
815,7096,133.16,1
816,6685,523.63,1
817,4241,29.05,1
819,1201,200.12,1
820,608,387.68,1
821,2671,10.38,1
822,3423,454.35,1
823,6616,1512.78,1
824,7013,115.76,1
825,1633,13.15,1
826,5632,112.46,1
827,6932,205.2,1
828,6819,603.79,1
829,4160,120.48,1
830,1932,51.78,1
831,6867,9.08,1
832,3852,1007.12,1
833,1128,1002.51,1
834,7129,8.62,1
835,5707,117.46,1
836,2217,64.05,1
837,1426,165.57,1
838,2195,403.49,1
839,6043,163.54,1
840,1331,101.38,1
841,6627,24.85,1
842,2698,42.17,1
843,6773,18.03,1
844,2918,601.2,1
845,143038,753,1
846,6559,160.42,1
847,1977,994.55,1
848,903,141.34,1
849,2843,19.64,1
850,6409,169.74,1
851,6070,157.68,1
852,2207,332.4,1
853,6034,0.08,1
854,7133,483.7,1
855,3934,98.71,1
856,5578,16.02,1
857,5598,28.14,1
858,5567,761.91,1
859,3750,51.82,1
860,5391,357.55,1
861,3832,258.29,1
862,5279,139.42,1
863,4756,96.74,1
864,3774,1069.77,1
865,5130,875.12,1
866,1259,759.9,1
867,5028,819.2,1
868,1434,1690.58,1
869,1542,2007.99,1
870,4793,5.13,1
871,4743,18.35,1
872,2222,10.15,1
873,4617,1127.92,1
874,2267,92.4,1
875,4553,0.12,1
876,4294,51.43,1
877,4568,20.72,1
878,4522,0.67,1
879,4393,117.22,1
880,1759,133.37,1
881,3814,164.12,1
882,4384,398.33,1
883,4360,410.67,1
884,4337,1018.61,1
885,3949,214.08,1
886,3663,903.45,1
887,3162,403.96,1
888,1588,5.68,1
889,4135,0.08,1
890,2920,11.4,1
891,933,717.52,1
892,4043,548.02,1
893,4050,2023.57,1
894,1909,6.38,1
895,882,1080.69,1
896,3943,83.56,1
897,3856,963.37,1
898,2292,8.51,1
899,3799,115.12,1
900,3758,153.95,1
901,5155,54.6,1
902,1471,0.05,1
903,3681,136.9,1
904,3865,227.71,1
905,3453,295.81,1
906,3381,54.94,1
907,3288,186.99,1
908,3219,150.39,1
909,3130,0.23,1
910,1045,82.25,1
912,2826,12.21,1
913,2136,1209.86,1
914,840,1122.12,1
915,3092,609.09,1
916,3011,586.37,1
917,3062,37.86,1
918,3031,136.78,1
919,3016,24.17,1
920,3002,1377.86,1
921,2154,223.71,1
922,965,1125.8,1
923,2950,0.13,1
924,618,546.35,1
925,516,46.27,1
926,2938,1331.21,1
927,2827,1653.57,1
928,4551,0.14,1
929,2813,17.35,1
930,2019,39.82,1
931,1532,2.22,1
932,1145,657.35,1
933,2887,566.51,1
934,143216,872.45,1
935,5591,6.35,1
936,2550,9.61,1
937,2056,55.85,1
938,2840,1.12,1
939,2833,2.63,1
940,2536,905.37,1
941,2066,1085.99,1
942,1701,678.76,1
943,2815,310.56,1
944,3626,824.04,1
945,2761,0.3,1
946,1502,0.63,1
947,3115,51.72,1
948,2754,901.29,1
949,2731,39.83,1
950,2741,2.25,1
951,2859,798.51,1
952,2725,26.9,1
953,2248,1398.25,1
954,4595,59.7,1
955,27576,392.04,1
956,832,358.2,1
957,2620,73.54,1
958,4186,226.75,1
959,3538,1083.86,1
960,2651,57.91,1
961,2054,1562.08,1
962,2022,21.32,1
963,2575,77.84,1
964,1357,142.72,1
965,994,280.97,1
966,691,499.51,1
967,1116,0.12,1
968,2447,574.29,1
969,2010,85.78,1
970,2258,1077.96,1
971,3468,672.31,1
972,2332,34.13,1
973,2255,17.91,1
974,2978,35.23,1
975,842,289.61,1
976,1553,83.14,1
977,1908,47.42,1
978,1644,135.06,1
980,2135,16.84,1
981,2003,93.11,1
982,2113,43.51,1
983,801,333.4,1
984,2104,44.12,1
985,1993,144.38,1
986,1246,1475.22,1
987,2026,65.1,1
988,1880,94.98,1
989,1950,214.77,1
990,1945,23.16,1
991,1938,326.14,1
992,1918,395.66,1
993,1898,308.86,1
994,1896,1058.62,1
995,1535,831.18,1
996,1802,0.45,1
997,1207,184.11,1
998,1538,191.58,1
999,1737,168.85,1
1000,1835,1386.56,1
1001,1823,1499.2,1
1002,865,1038.44,1
1003,1765,432.43,1
1004,1795,139.98,1
1005,1711,138.65,1
1006,1794,188.13,1
1007,2933,45.95,1
1008,1299,55.56,1
1009,1778,887.56,1
1010,1014,191.84,1
1011,143289,32.33,1
1012,1739,109.3,1
1013,1733,230.23,1
1014,1537,0.14,1
1015,1491,2594.36,1
1016,1957,304.39,1
1017,1324,90.7,1
1018,3187,76.86,1
1019,1209,6.47,1
1020,1105,2.9,1
1021,991,1640.48,1
1022,143327,37.22,1
1023,3161,114.79,1
1024,8679,1.03,1
1025,22351,0.23,1
1026,1649,3.95,1
1027,1035,1449.76,1
1028,1197,1758.29,1
1029,8538,31.8,1
1030,3082,26.25,1
1031,11879,2540.89,1
1032,2825,1.17,1
1033,908,2278,1
1034,3977,109.32,1
1035,13960,19.54,1
1036,6125,1164.39,1
1037,2340,150.01,1
1038,2231,131.4,1
1039,1224,19.89,1
1040,4404,615.35,1
1041,9100,211.07,1
1042,12508,718.96,1
1043,4874,391.61,1
1044,13807,30.33,1
1045,4803,109.15,1
1046,4877,12.6,1
1047,16052,576.18,1
1048,2831,40.19,1
1049,3188,609.04,1
1050,3589,0.28,1
1051,2187,643.39,1
1052,1463,7.25,1
1053,1158,4.58,1
1055,1127,433.43,1
1056,1308,388.75,1
1057,4400,1037.78,1
1058,12279,0.07,1
1059,5638,19.27,1
1060,2118,554.61,1
1061,23526,1.02,1
1062,4320,5.14,1
1063,19969,3.39,1
1064,10595,19.17,1
1065,4544,49.56,1
1066,1190,124.14,1
1067,2190,419.65,1
1068,3659,5.37,1
1069,5884,65.04,1
1070,8452,102.63,1
1071,1498,32.62,1
1072,4917,1.9,1
1073,6739,2509.41,1
1074,666,332.91,1
1075,659,1337.63,1
1076,143527,1147.54,1
1077,1313,0.55,1
1078,143536,7.28,1
1079,143561,541.97,1
1080,1330,108.11,1
1081,143519,9.47,1
1082,143597,6.05,1
1083,143599,55.58,1
1084,6982,55.45,1
1085,6011,164.36,1
1086,143693,48.1,1
1087,1292,33.94,1
1088,1226,12.83,1
1089,9336,5.47,1
1090,1249,12.23,1
1091,143746,325.01,1
1092,143777,64.71,1
1093,143781,1128.46,1
1094,2051,161.56,1
1096,143643,524.77,1
1097,9429,1638.51,1
1098,911,878.07,1
1099,7404,14.57,1
1100,143853,636.73,1
1101,6530,604.66,1
1102,144090,1.95,1
1103,830,0.36,1
1104,143770,167.87,1
1105,144119,2.25,1
1106,1183,1333.03,1
1107,2092,848.06,1
1108,5734,315.63,1
1109,144220,39.84,1
1110,143489,0.76,1
1111,3303,443.2,1
1112,1388,87.18,1
1113,144343,242.28,1
1114,9107,309.7,1
1115,144348,390.38,1
1116,1638,706.91,1
1117,144387,71.89,1
1118,144395,533.02,1
1119,3985,0.37,1
1120,144384,147.5,1
1121,869,175.87,1
1122,144444,65.95,1
1123,3017,166.61,1
1124,143920,31.23,1
1125,8964,20.71,1
1126,42928,235.77,1
1127,8924,569.07,1
1128,144556,405.69,1
1129,144565,612.31,1
1130,9178,59.3,1
1131,8937,42.82,1
1132,1057,1075.14,1
1133,144644,101.49,1
1134,144492,211.96,1
1135,144378,1370.17,1
1136,144681,281.95,1
1137,8797,33.98,1
1138,7612,891.09,1
1139,144599,74.89,1
1140,144164,579.63,1
1141,144403,289.99,1
1142,144788,574.94,1
1143,4698,6.47,1
1144,144789,73.34,1
1145,144240,215.55,1
1146,142411,0.23,1
1147,144869,1366.93,1
1148,144874,522.84,1
1149,144273,11.56,1
1150,144907,0.72,1
1151,144900,548.16,1
1152,144873,146.53,1
1153,144087,0.08,1
1154,8544,65.8,1
1155,144987,237.88,1
1156,2377,61.92,1
1157,144126,461.62,1
1158,1419,203.61,1
1159,7503,44.89,1
1160,1544,26.7,1
1161,144467,56.43,1
1162,2318,3.58,1
1163,5325,166.51,1
1164,5687,48.3,1
1165,1606,5.58,1
1166,1713,86.83,1
1167,145135,884.43,1
1168,144230,21.52,1
1169,145050,504.74,1
1170,145183,184.27,1
1171,145231,39.26,1
1172,145278,155.33,1
1173,1253,0.15,1
1174,145013,271.74,1
1175,144929,550.2,1
1176,144843,2245.77,1
1178,145353,486.96,1
1179,26933,386.96,1
1180,145349,390.95,1
1181,145091,130.94,1
1182,1317,776.42,1
1183,7934,65.93,1
1184,145370,1101.89,1
1185,145240,759.13,1
1186,145399,0.05,1
1187,3416,0.15,1
1188,145464,68.46,1
1189,4739,768.99,1
1190,2967,0.44,1
1191,145089,494.47,1
1192,32237,449.72,1
1193,145681,564.39,1
1194,145190,5.45,1
1195,145751,53.08,1
1196,145754,8.83,1
1197,4458,69.94,1
1199,145795,931.71,1
1200,143514,49.91,1
1201,14629,121.73,1
1202,6589,443.78,1
1203,2093,496.11,1
1204,6817,13.5,1
1205,2839,290.96,1
1206,145842,0.15,1
1207,145773,2.68,1
1208,145853,94.3,1
1209,145793,204.17,1
1210,145762,609.85,1
1211,145821,259.74,1
1212,145560,260.48,1
1213,144381,315.86,1
1214,145868,280.47,1
1215,143701,375.87,1
1216,5955,111.03,1
1217,2692,94.75,1
1218,10218,16.65,1
1219,145768,822.87,1
1220,145903,1.48,1
1222,2943,285.52,1
1223,143801,105.22,1
1224,1841,23.65,1
1225,2351,18.75,1
1226,24451,112.48,1
1227,9653,639.85,1
1228,143797,505.34,1
1229,146015,977.52,1
1230,146021,441.76,1
1231,2303,19.08,1
1232,146051,20.01,1
1233,145993,743.61,1
1234,146068,42.85,1
1235,145179,18.63,1
1236,24006,792.19,1
1237,3797,306.83,1
1238,146144,83.56,1
1239,145899,374.91,1
1240,145345,137.28,1
1241,3305,308.39,1
1242,2650,30.2,1
1243,16991,1490.51,1
1244,145258,350.22,1
1245,144083,72.95,1
1246,3728,893.74,1
1247,143523,747.35,1
1248,146172,600.24,1
1249,145954,636.57,1
1250,143444,63.51,1
1251,145774,28.05,1
1252,702,96.91,1
1253,146145,31.11,1
1254,145308,237.77,1
1255,145310,4.98,1
1256,5203,227.04,1
1257,145281,141.47,1
